id,clues,solution,source
1100,700150000300000091106400050000740000005000000000000607003600070000500019401080000,749152368352876491186493752638741925275968143914325687523619874867534219491287536,qqwing
1101,003509104000400080400370090000800070000003000000710805000000400804900050000000036,783529164925461387416378592641895273578243619392716845139657428864932751257184936,qqwing
1102,000130200009700000072500060600001400000000000000000175000256301400000000000400602,564139287839762514172548963657821439941375826283694175798256341426913758315487692,qqwing
1103,000007002000040058000600000700000320230000060008900000009004075002060900080030000,816357492973142658524698731795816324231475869648923517369284175452761983187539246,qqwing
1104,900000008030107000000580700000050801300902400015000030000003000040000070080470900,957234168834167295126589743479356821368912457215748639791623584542891376683475912,qqwing
1105,200070000003006504950008760000020000400065000000000623600000008004000000020853400,246571389873296514951438762368127945492365871715984623639742158584619237127853496,qqwing
1106,000000010300020009005000070009508200200007400140030500004812000002000700000300000,427983615361725849895461372679548231253197468148236597734812956912654783586379124,qqwing
1107,500000904000004000000063000000040000000609007400870005006050100007090306938000050,562187934391524768784963521679245813815639247423871695246358179157492386938716452,qqwing
1108,070430090000090000400061000032600008000000030000200700017000080026108400000000906,278435691163792854495861327732619548689574132541283769317946285926158473854327916,qqwing
1109,807090000001608030003120000030002960704800013020700840000080000002000000000314000,867493521241658739593127486138542967754869213629731845376285194412976358985314672,qqwing
1110,943000000010000000506008000000100304000006075008009010100350400000000060300800900,943715628817623549526498731652187394491236875738549216169352487285974163374861952,qqwing
1111,902000000000190003000608000801400090000062000000907000090700006070000200400000380,982573164657194823134628975861435792749862531325917648293781456578346219416259387,qqwing
1112,608700102000300070000508040000000004705000000801006000060003008302007000100040000,658794132419362875273518649936271584745839261821456397564923718392187456187645923,qqwing
1113,540000000082095400001000060017500800000006000406008000050000007004002080700800105,549617238682395471371284569217543896835926714496178352958431627164752983723869145,qqwing
1114,080000009020008051061000000000090020000070305078036900005000000000001087009000000,483615279927348651561729843356194728194872365278536914745283196632951487819467532,qqwing
1115,060740000400002300029016000570430612000200000900000040000000520700000904000007030,165743298487592361329816475578439612643271859912658743891364527736125984254987136,qqwing
1116,003000160006107900000000003000000400100040635005000070050074080007908500000310040,593482167826137954714596823362751498178249635945863271251674389437928516689315742,qqwing
1117,008400000300060050579800004093000000005600070014000600000090007000580000000700108,268435719341967852579812364693178425825643971714259683182396547437581296956724138,qqwing
1118,000705300000000005000000042700003090008409037000100080092007000034050010005000009,289745361416238975357691842741583296568429137923176584192867453634952718875314629,qqwing
1119,008030000103000007000000200400900003805200070031000008702401050004009000000002100,278136495193524867546798231427985613865213974931647528782461359614359782359872146,qqwing
1120,084003002960204000107009300000000040000300000002800107008010900040000210210900078,584173692963284751127569384891627543756341829432895167678412935349758216215936478,qqwing
1121,000805000000026005000040000000203801630000520001700060040000000520038406060000008,316895742794326185852147639475263891639481527281759364148672953527938416963514278,qqwing
1122,000000060000000008000006700070809030060070000190403020000100009200004301007090042,941738265736512498825946713472859136563271984198463527384127659259684371617395842,qqwing
1123,406090070020000350000050600009040020060007040000360000005009400048600500090000060,456193278921876354387254691139548726562917843874362915615739482748621539293485167,qqwing
1124,000024008060800000020306405700000503800000070045000000004000700003005601610000000,357124968461859327928376415792618543836542179145793286584961732273485691619237854,qqwing
1125,700030080000986000000500000804001003090003800530600079178005000000079060000400000,762134985415986327389527146824791653697253814531648279178365492243879561956412738,qqwing
1126,000407006300960400000000020800000009430700000000030750000809000000240080020000905,281457396357962418649183527876524139435791862912638754564819273793245681128376945,qqwing
1127,003060100040009000020000050170000530000000064002007000706000200000020940000003017,583264179641579328927831456179648532835192764462357891796415283318726945254983617,qqwing
1128,500002600023060080040380005000000140050090200068000000600004502000000001000001060,589742613723165984146389725972653148351498276468217359617834592294576831835921467,qqwing
1129,009050002000000004400000653060040000302810000000200006800100000005003080040000509,739654812256381974418972653167549328392816745584237196823195467975463281641728539,qqwing
1130,009870000070503401200000000047000000000430050830000000000000028000145007000900000,459871632678523491213694875547216389921438756836759214194367528382145967765982143,qqwing
1131,070600002900000000000070000010800007000902010590760084600000000750400690421000070,175689432964213758238574169316845927847932516592761384689157243753428691421396875,qqwing
1132,050023000840000063000060005000010000010000000430000780200005407063100500000080600,156423879849571263327869145978214356615738924432956781281695437763142598594387612,qqwing
1133,400010000002000000000030968000009001309002000004060003800000100000090070903086400,498615327632978514157234968786359241319742685524861793865427139241593876973186452,qqwing
1134,004302000000090400007085020640900070000000500079053204000000300000007000860000000,514362897286791435937485621645928173328174569179653284791246358452837916863519742,qqwing
1135,700000001030604700001002050810000270002080004000060000000005000040000300060701405,726358941935614728481972653819543276672189534354267189193425867547896312268731495,qqwing
1136,860200000000000025000007300203100007070605008000900200090700000030000060780060010,865239174317486925429517386253148697971625438648973251196752843534891762782364519,qqwing
1137,000009034070014805001030700080005070500007300097000001400000000008000903000320080,265879134973614825841532769384195672512467398697283541436958217128746953759321486,qqwing
1138,050000090083500000000029000000960310106035020030000000000100062008052000060400980,752381694983546271614729853527964318146835729839217546375198462498652137261473985,qqwing
1139,020050600003006008500001029900060070057000000600003900700000000001009000000038051,129857634473296518568341729984165273357982146612473985735614892841529367296738451,qqwing
1140,680000002030600970001009008397000020040107000000000000070060810800704000960200003,689471532435682971721539648397845126246197385158326497572963814813754269964218753,qqwing
1141,008069004000000001009004030046000800087000506000003000071408060000001405000900000,128369754463875921759214638246597813387142596915683247571428369692731485834956172,qqwing
1142,907250000000400900000030060005000032060300054000000001703610040000070000010509000,947256183631487925582931467875194632169328754324765891793612548456873219218549376,qqwing
