id,clues,solution,source
1500,130005000004000001000308009000056900018200003050000400040000200020060005009000030,137945826894672351265318749372456918418297563956183472641539287723864195589721634,qqwing
1501,906700000040036000000500800089050270000000608300040900095000700820900000004002080,956718432748236195213594867489651273571329648362847951195483726827965314634172589,qqwing
1502,000050104004000020380010000001000000849000003500004609408000200000906045030000900,976258134154369827382417596761593482849621753523874619498735261217986345635142978,qqwing
1503,002060005008000063700500090005079030610300007000000020389120000000005000070008000,192863745458297163763514298825679431614382957937451826389126574241735689576948312,qqwing
1504,000314000000000090000070004806009043900003600700800000008000260270006400000000038,529314876347658192681972354816729543952143687734865921198437265273586419465291738,qqwing
1505,320000800000070006800620590000000008271500009000206000000905001000007340000030000,326459817195378426847621593469713258271584639583296174632945781958167342714832965,qqwing
1506,061000000400006000007800053080000017300000008004060000600005000005070904000304000,561739842438526179297841653986453217352197468174268395643985721815672934729314586,qqwing
1507,008200100000096000900300002036040000190000000502000009300400081600002904000008620,768254193213796458945381762836947215194825376572613849327469581681572934459138627,qqwing
1508,000400000080003460005890007030100940008000000051000678000006100600300800090000000,379462581182573469465891327736128945948657213251934678523786194617349852894215736,qqwing
1509,000000210000700004000904600000040001009006000060100002900001003804060070007002040,498653217631728954275914638782549361149236785563187492956471823824365179317892546,qqwing
1510,287000610000021080006000005000000000305780200798005000000500000070000100002908006,287459613953621487146837925624193578315786294798245361461572839879364152532918746,qqwing
1511,005020086000003000000000702010500900067280031000300007209000015081070009000000000,945721386726853194138946752413567928567289431892314567279438615381675249654192873,qqwing
1512,000009000602870000850013000970000300300600050200000809060000013000000960500000207,143269578692875134857413692975184326384692751216357849769528413428731965531946287,qqwing
1513,000080003000000870200006001600700000401000300072060000008090002019300480000000930,945187623136254879287936541693741258451829367872563194368495712519372486724618935,qqwing
1514,500060708000087396800000050900026000200000007037109000000908000002005000000310500,593261748124587396876493251918726435265834917437159862751948623342675189689312574,qqwing
1515,000070005004208000090600240000706000620009801070800004000400080000000052500027009,286174935354298716791653248849716523623549871175832694932465187467981352518327469,qqwing
1516,001070000009540610080030005740100860000050300000080900600000000000900140800000000,561879423379542618482631795745193862928456371136287954617324589253968147894715236,qqwing
1517,800504000300600200500908700020003000700000000603000000000860004000000026009057300,872534619394671258516928743921743865758196432643285197135862974487319526269457381,qqwing
1518,080520000700300000000010060602000010130750200005000870000000500000030920800000007,381526749726349158459817362672983415138754296945162873293671584567438921814295637,qqwing
1519,060007080107900000802065010009020000200000160600000370000000008050001000300080500,563217984147938256892465713739126845284573169615849372971652438458391627326784591,qqwing
1520,000000500000000000806090003380046001000001089107003005000070904001000000405030070,712364598943815267856297413389546721564721389127983645638172954271459836495638172,qqwing
1521,340001506000320007081600002100000004456000700008000020600010000000200000000070150,342781596569324817781659342123567984456892731978143625695418273817235469234976158,qqwing
1522,040020005000000304500003190000019003000800400200050000003108200000400000100206800,346921785912587364587643192864719523735862419291354678473198256628475931159236847,qqwing
1523,000804700000507000009010030000003000200109000410700008000400200075000800320000015,531894726642537981789216534897643152253189467416725398968451273175362849324978615,qqwing
1524,000300010005000306000291008700050000000000560900007000300008600008000002290070800,879365214125784396643291758731652489482139567956847123317928645568413972294576831,qqwing
1525,000700000070050026390000000107030000000901060020000500060000000800040039950003001,286714395471359826395286147147635982538921764629478513763192458812547639954863271,qqwing
1526,000000690390708012000000000009100200001300000000007800760000100850000039000005780,547213698396748512128596374679184253481352967235967841764839125852671439913425786,qqwing
1527,000700156000000000100809340500000060001300000007000800040103690900050003000076080,839742156674531928152869347583297461261384579497615832748123695926458713315976284,qqwing
1528,000000000800306500600009040901000830000000067040003000009400005005000670030070100,593714286874326519612859743961547832358192467247683951789461325125938674436275198,qqwing
1529,020060083000000000007000002000008006806720300009000700504600000300905040790083500,421567983985231674637894152273158496846729315159346728514672839368915247792483561,qqwing
1530,003180700500007000000439800004900000070014000890670000010006000040000908008041670,423185796589267134761439825134928567672514389895673241217896453346752918958341672,qqwing
1531,000008700000730010800000500008607400407009801050001090006400050000000900700100000,531268749649735218872914563198627435467359821253841697986473152314582976725196384,qqwing
1532,100065000006000000000209500000690040801000000009508000320400000068010420000003005,192365784756184239483279561235691847841732956679548312327456198568917423914823675,qqwing
1533,903004000010080090608030100806050000050000040002003000105000008060800000000261000,923514867514786293678932154836459712751628349492173586145397628267845931389261475,qqwing
1534,200030000600001000300000608000027000102000043508004210030000060000000120001800057,285639471649781532317452698463127985192568743578394216734215869856973124921846357,qqwing
1535,000400002010008703006003000003800000020500018600000000000086507300104020068720000,739415682412698753856273149173842965924567318685931274241386597397154826568729431,qqwing
1536,400003000009001000205060000000009006074100050650040903000300740000072000092600300,467583129839421567215967834328759416974136258651248973186395742543872691792614385,qqwing
1537,000000700058020000001005060800200000032900000509000001005030090790600002000007810,243169785658723149971845263817254936432916578569378421185432697794681352326597814,qqwing
1538,020903010005000600000060020908000000350700006060201038000300000100508000000072000,627943815835127694491865723918436257352789146764251938286314579173598462549672381,qqwing
1539,672400030000000500040001006000000007050009000900040000013090050000300070007250004,672485931139672548548931726324568197756129483981743265413897652265314879897256314,qqwing
1540,001400020364070010000000800600000007040700300020000098430000006700090400090000071,981465723364278519275931864653829147849716352127543698432157986718692435596384271,qqwing
1541,007010030000000067000096005005000000600901070740360500400000000000009250003074000,967415832514823967328796145185247396632951478749368521496582713871639254253174689,qqwing
1542,020000007800005000070000090000407000700390082900020100040030805010070003203000040,425983617869715234371642598182467359756391482934528176647139825518274963293856741,qqwing
1543,490000180060000007100040000700060005081074000000002000004017000010000900000500040,493725186265831497178649523742968315581374269639152874954217638317486952826593741,qqwing
1544,004000600006403502500000003800300004900010200025000090000160000030009000000204000,384925617196473582572681943861392754943517268725846391257168439438759126619234875,qqwing
1545,460500010500000003013000870000708430000000000020000000000600000600130057005400080,468573219572819643913246875159768432347921568826354791791685324684132957235497186,qqwing
1546,000000000004006007800010500600090002102000080000600000090100050010084070700520000,951748623324956817867213594635891742172435986489672135293167458516384279748529361,qqwing
1547,700005300060804000051000000006050020070040003208703001000000408000200600000030007,724915386963824175851367942396158724175642893248793561612579438437281659589436217,qqwing
1548,008000004001003700400000130000001500070000020042000000087015600300260010000308070,738159264921643758456872139863921547179584326542736981287415693394267815615398472,qqwing
1549,000020000000007036000830009092000015000100270301700000003090057600000802800000090,937526184428917536165834729792683415586149273341752968213498657659371842874265391,qqwing
1550,060100204090000000000978001300080067006403080082000300030000008000010400047000000,768135294195642873423978651314289567976453182582761349631594728259817436847326915,qqwing
1551,053907140097010006001000020000090000006500000000700050005679200000300000960002700,253967148897214536641835927578491362126583479439726851385679214712348695964152783,qqwing
1552,803000000070209000000058006362080005000000000407000003709000052000400009050060700,823641597675239841914758326362184975591327468487596213749813652236475189158962734,qqwing
1553,500000900049000001700052400300060050000003090002405300090000207070040000010000000,528614973649738521731952486384169752157823694962475318493581267875246139216397845,qqwing
1554,000020000004100700018930040005000032071000090030000480000008009050010000300000070,563724918924185763718936245495867132871243596236591487142678359657319824389452671,qqwing
1555,000509000000040000500000046802006100006902350900003000200800090050001800060000004,624519783793648521581327946832456179146972358975183462217834695459261837368795214,qqwing
1556,900060015000900002010000000000800004000150200070002000006000150740009086000087000,923468715587931642614725893251876934369154278478392561896243157742519386135687429,qqwing
1557,000700000003050047604000000008002300030860150050001060000100000200000010000030085,529748631813256947674913528168592374937864152452371869385127496296485713741639285,qqwing
1558,800100000000090008004203000000000070090630000007018006400070001030060000010000920,873146259621795438954283617368429175195637842247518396489372561532961784716854923,qqwing
1559,000000000820000030504010200307500000002400000090037008200100500030070040000052003,913624785826795431574318296387561924652489317491237658268143579135976842749852163,qqwing
1560,090062000201708006030009400670040210003000000000000048080000020000000009000803001,895462137241738596736519482678945213413286975952371648189657324367124859524893761,qqwing
1561,300000002090000000600000700720015000003020050500940006030700104100034000007002005,371458962894276513652391748726815439943627851518943276235769184189534627467182395,qqwing
1562,008100600000250041050000200000509000000001000000360050601490008000020000809603000,298134675736258941154976283362589417985741362417362859621495738543827196879613524,qqwing
1563,030060040005900000074800009049070001080049000003108000060000000501000000090607030,932761548815934672674852319249376851186549723753128496367295184521483967498617235,qqwing
1564,004035070002800040310009025000000000000000892000190004001000000030080900540001007,964235178752816349318749625495628731176453892823197564681972453237584916549361287,qqwing
1565,107080050009200001800005200000300020035000600076020100093007060002000000000000370,127483956359276481864915237918364725235791648476528193593147862782639514641852379,qqwing
1566,078000000506008004004260800060040007007000000900000100050001008100000206000096000,278354961596718324314269875861942537427135689935687142653421798149873256782596413,qqwing
1567,004000000000090001100003806000008000009006070000004200801030000007400020036087400,964815732378692541152743896723158964489326175615974283841239657597461328236587419,qqwing
1568,002360080530900000160200500000106000000000000007080000380001020000020600600000315,472365981538914276169278534243156897816739452957482163385641729791523648624897315,qqwing
1569,704000186050700040000000000008010500000020070090000004007000051610000090800040020,724593186356781942189462735278314569461925378593678214947236851612857493835149627,qqwing
1570,372400000800000000046002080000000000005300004137000000000000810060100703200503060,372481956851936247946752381429617538685329174137845692793264815564198723218573469,qqwing
1571,000004000030007000200030005407050006000060700601000300086400100000300000300025004,168594237935287461274631985427953816853162749691748352586479123742316598319825674,qqwing
1572,000050040050800006000006013003460070710030008068500000000080000000070180000000904,936751842152843796487296513593468271714932658268517439645189327329674185871325964,qqwing
1573,300000905007000340000040800000900500000600000560800070400301600100080009095000000,324768915687159342951243867213974586748615293569832174472391658136587429895426731,qqwing
1574,000030020260800000310000805000260000020079050000500900500013200080700503000680010,859134726264857391317926845945268137128379654673541982596413278481792563732685419,qqwing
1575,700009800800040091000200000000906000054000100170800009490600000607001005581000000,745169832862543791319278456238916574954327168176854329493685217627431985581792643,qqwing
1576,005160030600080075800200006007600009000000003002008000706902500000000008900010600,475169832621483975839257416347625189598741263162398754786932541214576398953814627,qqwing
1577,400070031000304500000600940098030010060000400000010090300007009000000000700500603,426975831971384562835621947298436715163759428547218396384167259652893174719542683,qqwing
1578,000123000207850000000000300012070803000200704080000500000501000000030000003709245,596123478237854916841967352612475893359218764784396521928541637475632189163789245,qqwing
1579,000102000300050914005300000100089052200000008000000170002508007080000000000200041,648192735327856914915347286174689352259731468863425179432518697781964523596273841,qqwing
1580,740006090960008000000090000090070082030021900006000030680400000012000600000300040,741236895965148327328795416194673582837521964256984731683417259412859673579362148,qqwing
1581,000000000060008045000610000008000302002000000010504008009080051400001003000296000,971345826263978145854612739548169372692837514317524968729483651486751293135296487,qqwing
1582,000000000000107083863004070700003009500000104000000058006301000089005006105000000,917538462254167983863294571741853629598672134632419758476321895389745216125986347,qqwing
1583,000000040003005001000760005070250000020000004000000068017030000004180300035600082,156328749783495621492761835678254913329816574541973268817532496264189357935647182,qqwing
1584,230001040904070050001000000708910000500000003040028079000050000800000002359000000,235891746984376251671245938768913425592467813143528679426159387817634592359782164,qqwing
1585,600007510000000000000000378065070100190008000370209600020000060000000905900300820,649837512783152496512694378265473189194568237378219654421985763836721945957346821,qqwing
1586,070800005009260000100309020000050000700000006500020039080000107000900002900037000,273814965849265713156379428698453271732198546514726839385642197467981352921537684,qqwing
1587,000052008057000010806001030000030000602000005100000000725980061090600050000020009,913452678257368914846791532584236197632179845179845326725983461498617253361524789,qqwing
1588,023005000600002090000000006300100460006070005540000702000060004000500931100040000,723695148614782593859413276372158469986274315541936782297361854468527931135849627,qqwing
1589,000009000010030000007000010040092050001704000080003200004000109032000074108000035,463179582915238467827645913346892751251764398789513246574386129632951874198427635,qqwing
1590,000000000068020000070003040300000000002007800080400210016205380000100605030000070,493581726568724931271693548359812467142367859687459213916275384724138695835946172,qqwing
1591,000000020841090500020705000900100400000070900003000008014000000308009100700401000,537614829841293576629785314976158432482376951153942768214837695368529147795461283,qqwing
1592,001000600000073000000800010080000000100006920032005006900702100000000037006001000,791524683568173249324869715689247351157386924432915876943752168215698437876431592,qqwing
1593,000030715000000000039507000000001000000700960100600574000040000005002003200070049,624938715517264398839517426976451832452783961183629574391846257745192683268375149,qqwing
