id,clues,solution,source
300,800104300000096000300070400002000000480023000000001800024007908000600003630080210,869154372247396185351278496712845639486923751593761824124537968978612543635489217,qqwing
301,700004060068050000000300007600008240201500070040003050076030080300000000850006000,793284561168957432524361897635718249281549376947623158476132985319875624852496713,qqwing
302,000005000402000050006002000000070000024083700760001023070160030500000060040508010,317945682482736951956812374835279146124683795769451823278164539591327468643598217,qqwing
303,100040782000000006009008000007904003001030060230000100000070400600092000008000000,156349782783521946429768531867914253591237864234685179312876495675492318948153627,qqwing
304,001006009000300240005000000457020001060700300130049006900000000000000052000207060,281456739796381245345972618457623891869715324132849576923564187674138952518297463,qqwing
305,080700000031960007000010000000803000010000000074100009006020003800030270000000061,689745312231968457457312698962873145518294736374156829146527983895631274723489561,qqwing
306,710000080500300021306080000000060070070819000008000903000000007000075002000090630,714952386589346721326781549492563178673819254158427963965234817831675492247198635,qqwing
307,405300000180000000003005008060000000000040521000021809309000000800000105056000040,495368217187294356623175498261589734978643521534721869319457682842936175756812943,qqwing
308,000000300308016000019004600000000000700080001006579000070400000000060508000100970,647892315358716492219354687583241769794683251126579843975428136431967528862135974,qqwing
309,203900000000080062000004008030200004100043070009600300020000000900060000700800040,283956417491387562675124938837291654162543879549678321328415796954762183716839245,qqwing
310,150000004000008360000012070007040600004071050000305007000000000730800200006000000,158763924279458361463912578587249613394671852612385497925134786731896245846527139,qqwing
311,001000008500708009040010200002500010000007020050000907109800500600020003080000090,961245378523768149847319256792536814318497625456182937139874562675921483284653791,qqwing
312,100070000080000037400501000004010060000600408000700000050000040631407805000800009,163278954285946137497531286874319562319625478526784391958162743631497825742853619,qqwing
313,080659000007200006900000000030000700062005300800090210508702090090001000000000000,281659437347218956956437128139824765462175389875396214518742693793561842624983571,qqwing
314,405002000000700080006050000070100000001080070650000430000041006800235000002000000,485392167329716584716458293273164958941583672658927431597841326864235719132679845,qqwing
315,000801090000030000580200003090048301300509060000000000010020045009400000030005800,673851492924736518581294673792648351348519267165372984816923745259487136437165829,qqwing
316,700800003015203800020007060000000000000100920008300006501008300986000501300500000,794861253615243897823957164169425738437186925258379416541698372986732541372514689,qqwing
317,000206000000003501710004020000007350620000009000000042307160005009000000001079600,538216974942783561716954823194827356625341789873695142387162495469538217251479638,qqwing
318,000900108080013700000580060010000030004000005000400000370800509960000001001005070,453976128689213754127584963218659437734128695596437812372861549965742381841395276,qqwing
319,870000600605807030000510000040025000201060070300000000000050004000002800083000005,879234651615897432432516987748925316291463578356781249927358164564172893183649725,qqwing
320,001004000000038200000700640070200000008007010000300400100000050006020308000600000,921564783764138295853792641475216839638947512219385467142873956596421378387659124,qqwing
321,000800000090000070000000300010002706002100080804006001067020400020009000001040902,743865129198234675256971348519482736672193584834756291967528413425319867381647952,qqwing
322,400000809302400700000005000827000000000050030090000201070209080000140000000003002,456317829382496715719825364827931456641752938593684271174269583235148697968573142,qqwing
323,071050000090000300000000000086000070309600501100002900030060008000070000008503697,671354829592718364843926715486195273329687541157432986734269158965871432218543697,qqwing
324,000080010038009000604050002020000083000000000000205140401000600006400030090000020,972684315538129764614357892125746983749813256863295147451932678286471539397568421,qqwing
325,700060500030000007000053600180090070003000108000000090000200000072310060600000800,719862534536941287428753619184695372963427158257138496395286741872314965641579823,qqwing
326,008030001002000040150400800000017304000000506000800020006080070080720000004056000,478539261362178945159462837295617384847293516613845729536981472981724653724356198,qqwing
327,000800907005006040407000003008003090000900000200000800000759080000000200509030004,631845927925376148487192563718423695356981472294567831142759386873614259569238714,qqwing
328,210607050004009007050040020140005030000000000700093401900000602070006003000000010,219687354364259187857341926148765239693124578725893461931578642572416893486932715,qqwing
329,060000008009000400300040000000000000000837006070000081730005600050106070900080005,461372598529618437387549162893261754145837926672954381738425619254196873916783245,qqwing
330,704000390210009040300000005000000951000000002900400760000051030123600000090000600,784512396215369847369847125842736951637195482951428763476951238123684579598273614,qqwing
331,307089600000500200090200007000000000000030040030000089500800006003047005064002900,327189654618574293495263817849715362256938741731426589572891436983647125164352978,qqwing
332,060053800490000050000600034000108073900300540000004000000000691740000080000000000,267453819493281756185679234654128973921367548378594162832745691746912385519836427,qqwing
333,005030704000004500000000000130070690070001000600000300009040230000600900003005407,815239764326714589497856123134578692972361845658492371589147236741623958263985417,qqwing
334,400096800008050092000800000060502040002007080509000206007003000000600000000280430,425396871318754692796821354863512749142967583579438216287143965934675128651289437,qqwing
