id,clues,solution,source
3500,004000000070050092800040107325070000000004000087009020002000030100000000590008000,254917386671853492839642157325176948916284573487539621762491835148325769593768214,qqwing_2
3501,000007020470021809010800060000008000009040000007000000001906038034070006060000002,698537124473621859512894367256718943389245671147369285721956438834172596965483712,qqwing_2
3502,006000003070000510052000004040070100900032605000160400005020009000000000760009000,196547823874293516352816974648975132917432685523168497485721369239684751761359248,qqwing_2
3503,700080000300020900000305010000007008006150090000690000050030820602500009000000070,715489362364721985829365417931247658246158793578693241157936824682574139493812576,qqwing_2
3504,050000201000060009200000750410900000008640000000001800005708000604510000000000900,359874261781265439246193758413987526578642193962351874195738642624519387837426915,qqwing_2
3505,503001040084000710027008005050020000000000006000006300030002500000070060076800002,563791248984265713127438695651923487342187956798546321839612574215374869476859132,qqwing_2
3506,100002060000000500080500007000010670060908040800000001000059800000700009210006000,175892364396147582482563197924315678561978243837624951743259816658731429219486735,qqwing_2
3507,000006000300548000670030400000000700000309010005010006050000007000903000730080069,541796823392548671678132495913624758867359214425817936259461387186973542734285169,qqwing_2
3508,800020600051000070090007080609000005300700000000090000000500020700008100010230009,837125694451689372296347581679813245384752916125496837963571428742968153518234769,qqwing_2
3509,600079000005000061000000090000860000500003708000005000087250103010000080300090000,621579834795384261438621597173862459562943718849715326987256143216437985354198672,qqwing_2
3510,004001000710000030006003009300000042040030060000052190000006000000970021000104005,934761258715298436826543719359617842142839567687452193571326984468975321293184675,qqwing_2
3511,000000000000300496004000250096430702400000000013706900102604500030009004000000600,961542387528317496374968251896435712457291863213786945182674539635829174749153628,qqwing_2
3512,093024051000000080021500600050000009080003015009005040600100000000000000000908003,893624751564371982721589634152846379486793215379215846648132597935467128217958463,qqwing_2
3513,600700820010050000080320067002007000000010400000000006100086030038000000050030000,643791825217658394589324167492867513865913472371245986124586739938472651756139248,qqwing_2
3514,000000004000079000000830005370400001000000000904002008090008052402900000700025403,839561274145279836267834915378496521526187349914352768693748152452913687781625493,qqwing_2
3515,500000009009000000786000000004600030000109470050003060605008000300400018000951000,521374689439816257786592143974625831263189475158743962615238794392467518847951326,qqwing_2
3516,900000000005080000280000703038100006790000000100000500050006201010200359002000000,973612485465387192281495763538174926796523814124869537859736241617248359342951678,qqwing_2
