id,clues,solution,source
2900,000950001069000005000000400000008000040610700207000900010840609700500040090000000,372954861469281375851376492136798254945612738287435916513847629728569143694123587,qqwing_2
2901,200050000000000020008040000400970510000000760600001408960800070040002050702000000,296153847374698125518247936483976512129485763657321498965834271841762359732519684,qqwing_2
2902,005060000000010000009000075078004009000080060000009130803090000050008017000000040,435967281782415396169823475678134529391582764524679138843791652256348917917256843,qqwing_2
2903,680000103002000000513600200098006010000920608020701035050000000067200090001000000,689472153742315869513698274398546712175923648426781935254169387867234591931857426,qqwing_2
2904,002003001060800000300400000000000003057000002020000067000541800570030010800007020,782953641465812739391476258648725193157369482923184567239541876576238914814697325,qqwing_2
2905,010250600000086400400170800000000013620000000000000070001000000078040300040060002,813254697752986431496173825584697213627315948139428576961832754278541369345769182,qqwing_2
2906,090040080006005000400070260009002700040057630703064090305000000067000000920000000,592643187876215349431879265619382754248957631753164892385421976167598423924736518,qqwing_2
2907,200010860500008270000060000720000090003009000900800000096002780305087000000500000,239715864561948273487263159728354691653179428914826537196432785345687912872591346,qqwing_2
2908,005700020000003006100040300230100068500008041000205003000026000800007005000300000,365781429742593816198642357239174568576938241481265973957826134823417695614359782,qqwing_2
2909,090030870000000003200000400020850609000600000070900020800090702000080000706002050,195234876487569213263178495321857649549621387678943521814395762952786134736412958,qqwing_2
2910,700103400006400002040508000305080000064050701000007000030000000200000504007010300,729163485586479132143528967375981246864352791912647853431295678298736514657814329,qqwing_2
2911,706000301301406097800000050000700680000089000007300009000037000003600400000908000,726895341351426897894173256539714682612589734487362519148237965973651428265948173,qqwing_2
2912,002000000983060000000030000000290160100070300090086024008000000600000430007640890,742958613983461257561732948874293165126574389395186724418329576659817432237645891,qqwing_2
2913,000004701000070520060000000100000000540629000023000000090000000301952000004013007,239584761418376529765291834186735942547629318923148675892467153371952486654813297,qqwing_2
2914,020006003000702908000000700070603000000010004000000230007100082019030607003070010,728596143135742968946381725574623891362918574891457236457169382219834657683275419,qqwing_2
2915,007000500000000089460000000004050000025300400800007030000000028070602390008000600,187923546352476189469815273734159862925368417816247935643591728571682394298734651,qqwing_2
2916,200630004090020000008400071000000090900310026100080700000200000030100000020000030,215637984794821365368495271643752198987314526152986743576243819439178652821569437,qqwing_2
2917,901040000000009000020000000105800000070000100030590800000200059380050007004030020,951348762463729581728615943145873296879462135236591874617284359382956417594137628,qqwing_2
2918,000000102009001874300000000006400907890010200001000060040300000060009000000800306,587946132629531874314782659236458917895617243471293568948365721763129485152874396,qqwing_2
2919,300004062006720009900000000000600047000080000000302000801003074060070890004001300,385914762416728539927536418138659247642187953579342186851293674263475891794861325,qqwing_2
2920,000040000007000080306000070608700005000030000025810000000000050003000406801506007,182347569457961382396258174638724915914635728725819643269473851573182496841596237,qqwing_2
2921,000501700000700200003060090006010002010000000030200085200300007001000508005009020,628591743149738256573462891856913472412857369937246185264385917791624538385179624,qqwing_2
2922,407090080600008000000047690000020007000800000050003426000000500030260000800000070,417692385692538714583147692369421857274856931158973426921784563735269148846315279,qqwing_2
2923,300000050040600000050000483070000000100000308006000100000048005004350600005060009,312487956948635721657129483473816592129574368586293174761948235894352617235761849,qqwing_2
2924,000038107000000900200907480840706009107000008029000040090000200000000806000010070,954238167783461952216957483845726319137594628629183745498675231571342896362819574,qqwing_2
2925,480000107000000009000000800000057000307000420000021000120004070700830000009070203,486293157532718649971546832218457396357689421694321785123964578765832914849175263,qqwing_2
2926,004560200001000095002000000000090060900030007000400002000670000000003004025009710,394568271761324895852917346243795168986132457517486932438671529179253684625849713,qqwing_2
2927,700000008049000700000010964015090000080100370000080600006000093051049000000000000,762954138149836725538217964615793842284165379973482651826571493351649287497328516,qqwing_2
2928,806000005100060070372040080000200000000080020005000063030000001000016000010072050,846729315159863472372541689461237598793685124285194763637958241528416937914372856,qqwing_2
2929,400058000000900003060730050000072500632000000870000300320060040900800000008000200,413258697587916423269734158194372586632185974875649312321567849946821735758493261,qqwing_2
2930,000000060800300000029007000054098300000500680700203409080005030002000807007000090,475821963861349725329657148654198372293574681718263459986715234542936817137482596,qqwing_2
2931,000000002360000500000010000000000006600000701000029080100790050280053600000001309,958364172361872594427915863845137926692548731713629485134796258289453617576281349,qqwing_2
2932,400891700008700001000000000802006000007900500000080000005620000700100406000040905,463891752298735641571264893852476319637912584914583267345629178729158436186347925,qqwing_2
2933,000056000000700060700408390360001000040300000007800000901500600080000003004907051,493156827258793164716428395365271489849365712127849536971532648582614973634987251,qqwing_2
2934,000084700000002000010500006000000001600008052000000830030000207051070304800400000,529684713763192548418537926385249671697318452142765839934851267251976384876423195,qqwing_2
2935,000745000020100700008060000400006570002000408050000029000090000070602004010480000,136745892925138746748269351481926573692573418357814629564391287879652134213487965,qqwing_2
2936,001080060400000000008000900000000000750000020000079840180600004600005002540200001,921783465475916238368452917894321576753864129216579843182697354639145782547238691,qqwing_2
2937,586000070002000005000000610008009050000100009007000080030681000000500700090730000,586913274172846935349257618428369157653178429917425386734681592861592743295734861,qqwing_2
2938,009040100000070500053000000031700000900108060805006070000900600000000035040600000,789543126462871593153269784631724958974158362825396471518932647296417835347685219,qqwing_2
2939,000000706000390080860002940004080000000000204190000000702000001003274009980001000,239148756457396182861752943624987315378615294195423678742869531513274869986531427,qqwing_2
2940,017000800300000700500000030040020907008403100700900500100032070002504010005000000,217349856364258791589617234643125987958473162721986543196832475872564319435791628,qqwing_2
2941,480000000900408050000700080006050000000900000891304000300570000010000570704030890,487265319932418657165793284246157938573986421891324765328579146619842573754631892,qqwing_2
2942,000708600050300000100006005002000103000080000500040270000270040000000010810035000,243758691658319427197426835462597183371682954589143276936271548725864319814935762,qqwing_2
2943,004000053002000104008000000320150800000002000600040509050000000000890300001000608,764281953532679184198435267329157846485962731617348529853716492276894315941523678,qqwing_2
2944,000370000002084060040000030000068000001000803000500070070020000860043007000005004,516372948392184765748659132437268591651497823289531476174826359865943217923715684,qqwing_2
2945,000000000007025401010000285030000008000008720260010000000040310000780000104000006,825134679697825431413679285739452168541968723268317594982546317356781942174293856,qqwing_2
2946,906000000000480032200000000030010270400003091002004068000000080000200713009100000,986352147715489632243761859538916274467823591192574368321647985654298713879135426,qqwing_2
2947,000000600800006020000207080620100007095600000008002501010040005200000000409000000,972813654831456729564297183623185947195674832748932561316748295257369418489521376,qqwing_2
2948,000800760030190800000200030009020083006000900100000006802630000004000000070000010,241853769635197842798264531459726183326518974187349256812635497564971328973482615,qqwing_2
2949,006000150100002600020000000008060000390005800500208001000000080003000546040090200,436987152159342678827516439718469325392175864564238791271654983983721546645893217,qqwing_2
2950,010020000002800003060003704030005080006700052800200000000000306001360000000000108,315427869472896513968153724239615487146738952857249631524981376781364295693572148,qqwing_2
2951,000006040806005970425000008000060500052010000900000000608000004000702060000000090,791826345836145972425973618184267539352419786967538421678391254549782163213654897,qqwing_2
2952,030008040009000083180000600002000000000400001000003096960024000304800069001000500,236158947549267183187349652792681435653492871418573296965724318324815769871936524,qqwing_2
2953,000800000000325000028000040106004008002000034000070100070600000600017003000430001,563849217417325896928761345136294758752186934849573162371652489684917523295438671,qqwing_2
