id,clues,solution,source
1300,038001004200500000004200100603000070400306050020000010805000000000700030060040000,738691524216534987594287163653129478481376259927458316875913642149762835362845791,qqwing
1301,060840005400073200002609000700000026020000530085700000000000480070080603000000009,167842395498573261532619748749135826621498537385726914916357482274981653853264179,qqwing
1302,000716040500023001000000000000000803380051000000002600000040002000170050007008000,932716548564823971871594236215467893386951427749382615193645782628179354457238169,qqwing
1303,070010000000080000000600000409001050000090006600000430900070004360005800057800001,573914682146582973892637145439261758785493216621758439918376524364125897257849361,qqwing
1304,007104096000506000010028040080000000000001002000600009200000100006200005079000200,527134896498576321613928547781492653964351782352687419235749168846213975179865234,qqwing
1305,200050800094010000008006074002007501047000000080001062000002090000004025000000400,276453819394718256518296374632987541147625983985341762453172698769834125821569437,qqwing
1306,007000850005000000023090000006029004740005000000007003000376009000000000009042070,497213856185764392623598417536129784748635921912487563851376249274951638369842175,qqwing
1307,906000005501009030007000100700036089090050046000070500000060800803000001000000060,986713425541289637237645198715436289398152746624978513479361852863524971152897364,qqwing
1308,003070800005009006000010004768051000009007000000900000007006509006780400450000000,693574812145829376872613954768451293539267148214938765387146529926785431451392687,qqwing
1309,390145020056000009000020000000490800002000000000000415400031000801200000023800000,398145726256783149714926583135497862642518937987362415479631258861259374523874691,qqwing
1310,800600000040700000036028100070006000068210000300005000710000420000500000003040806,897651243142739568536428179475386912968214357321975684719863425684592731253147896,qqwing
1311,001009000200030860600804000032000700900000000800902030320000900060070380700100006,581629473294731865673854129432516798916387542857942631325468917169275384748193256,qqwing
1312,050000000000806071020904060089010002500000400000000087000000000094120500000600090,658271943943856271127934865389417652576382419412569387865793124794128536231645798,qqwing
1313,089000000200000000001759008620000000800000009400580706000007095900200000040605000,589124367274368951361759248625971483817436529493582716132847695956213874748695132,qqwing
1314,060180007140090003000605000000000800039400006050000000403008795900000060000000104,265183947148792653397645281724356819839421576651879432413268795972514368586937124,qqwing
1315,000030000704580006950040000000065200306090000000700000500600000000000020607903085,861237549724589316953146872478365291316492758295718463582671934139854627647923185,qqwing
1316,030000081200000003080000470000807000000002109093060000006100397070000010004000200,437629581251784963689513472142897635768352149593461728826145397975236814314978256,qqwing
1317,560030000003260000000000000100604000200000050076000083000400807000573060340000200,564738921713269548982145376135684792298317654476952183659421837821573469347896215,qqwing
1318,000000000002010048000020700060200030140800009300071604070046023600300910000000000,416738592752619348938425761867294135145863279329571684571946823684352917293187456,qqwing
1319,000060090000000732190020068030089010008036000000002070000000004800000100060300000,342867591586941732197523468234789615758136249619452873921675384873294156465318927,qqwing
1320,708000001560000000230000050087053000300026900005980013000090672000010000000000008,748539261561872349239641857987153426314726985625984713153498672896217534472365198,qqwing
1321,000000000350008070000300001005070000000430560007605020070000206020040050060080300,946721835351968472782354691695872143218439567437615928174593286823146759569287314,qqwing
1322,040090600000010000003625000500009000300040006090500043107054039002030001000000200,245893617986417352713625984574369128328741596691582743167254839852936471439178265,qqwing
1323,910680400040007602000000000820091000501400200074820900080200007007000009000000040,915682473348157692762934581823591764591476238674823915186249357457368129239715846,qqwing
1324,060000040200000001500690020810056009000900000040300680000024000100000005003000000,361275948279843561584691723817456239632987154945312687798524316126738495453169872,qqwing
1325,080020000300950001005040000500000020000200000006010900002090105090000300000008040,789621534324957861165843792518769423943285617276314958832496175491572386657138249,qqwing
1326,956704080140800000002950010000008040700100000200490150500020000000600200000000000,956714382147832596832956714315278649794165823268493157589327461471689235623541978,qqwing
1327,040006000502000690080000725007000008000530000000040000670004080000090030008000200,749256813512783694386419725237961458864532971951847362673124589425698137198375246,qqwing
1328,540036009080200000100000000690312004000600000030094600020008000905000010000400005,542836179389271546176945823698312754254687391731594682423158967965723418817469235,qqwing
1329,070060200000000040084259360000003000050000670000790480003000000045026000000340000,379864215526137849184259367417683592958412673632795481863571924745926138291348756,qqwing
1330,900050001023000400100030000000000004005000809290100360800002090000016005002000600,968254731523971486147638952781369524635427819294185367856742193379816245412593678,qqwing
1331,000000038000006900300000670000009425000060000502800090060027300005004080400900002,654791238721386954389452671836179425947265813512843796168527349295634187473918562,qqwing
1332,007400086000680000008090400006000050720800000950100070089200004042050090100000000,597412386413687925268593417836749152721835649954126873389271564642358791175964238,qqwing
1333,040630000690127040007000000000000030006950170000012000059070003004003900061090400,542638719693127845187549362915786234236954178478312596859471623724863951361295487,qqwing
1334,801630009003500000000002600500040000000809003000005010008000002400100090010080006,821634759673598421954712638536241987142879563789365214398456172467123895215987346,qqwing
1335,030510060000604003270009000400007600029050000007040500000003200010000030050000070,834512769591674823276389154485237691129856347367941582648793215712465938953128476,qqwing
1336,000800003000000204047000006001402070000380029080090000000000030030200600204900807,625849713193657284847123596951462378476385129382791465768514932539278641214936857,qqwing
1337,078000041000004005502070600000006000001080020000920108009000800020765000000200000,378652941916834275542179683287516394691483527435927168769341852823765419154298736,qqwing
1338,090000001301000502800200300200000900000000008000050030700005040040970005008043107,692537481371489562854261379287314956435796218916852734769125843143978625528643197,qqwing
1339,000000000050960004000420700007010000800005000000846200062000098004080000010259400,471538962253967814689421753947312685826795341135846279362174598594683127718259436,qqwing
1340,000300001830540060012009030000010026090608040051000300400000010000002800000080000,546327981839541267712869534384915726297638145651274398428753619165492873973186452,qqwing
1341,001000200460008001080290000320400000000000503000000900005000800900500060046003002,791364285462758391583291476329475618678129543154836927215647839937582164846913752,qqwing
1342,000009300020300500900000000730040200080005001100070000270000000000053700009080420,518769342627314598943528167736941285482635971195872634271496853864253719359187426,qqwing
1343,930070200001600070000000089007000000080000060000000850200005000100906300070130600,935874216821659473746213589617582934584391762392467851263745198158926347479138625,qqwing
1344,090006050000000000450100000020509004975000002010000000000007980600080010000602007,198246753763895421452173698826539174975461832314728569241357986637984215589612347,qqwing
1345,056000002000500390004020076000000640000300000082000007037600800000040000060008729,856973412271564398394821576713289645649357281582416937137692854928745163465138729,qqwing
1346,002007500300001002090060000457090000001703000000002600000600000560000790034070000,812437569346951872795268134457196328621783945983542617279615483568324791134879256,qqwing
1347,300000001010028300000000640000040060045001008006003520000400819000002000000086000,329564781614728395758319642983245167245671938176893524562437819831952476497186253,qqwing
1348,600900002400700005005028000002801460000600050800090000040000290000000010097400000,683954172421763985975128643752831469319642857864597321148375296536289714297416538,qqwing
1349,000000490105700200020004005802000900069010000500600080008200500074000006000006000,786325491145769238923184675812547963469813752537692184698231547274958316351476829,qqwing
1350,010005007005000600600000010570020040060800000400000009000900700040080002856010094,214635987785491623693278415571329846369854271428167539132946758947583162856712394,qqwing
1351,700040000100060305050080090000000100004730000000900050070013000905000080000000400,729345816148269375653187294297658143584731962361924758476813529935472681812596437,qqwing
1352,020001078804007000010000000607510000002090000000800090000025060050608102000900000,529361478834257916716489523697512834382794651145836297478125369953678142261943785,qqwing
1353,000060700000518002009007000000000000208000057000300061060009008107800006800020030,521964783673518942489237615716485329238691457954372861362149578147853296895726134,qqwing
1354,402600580900720030030000090000000800090506000200003900000000000360804050800970000,472639581985721634631458792143297865798546123256183947519362478367814259824975316,qqwing
1355,008000000407000600000409000000008000000040301026097480074020036002000010080910000,568732194497581623213469857741358269859246371326197485174825936932674518685913742,qqwing
1356,009020507000900060300075200010000000007000096000201005000000800000750901520030000,189326547752914368364875219815697432247583196693241785971462853436758921528139674,qqwing
