id,clues,solution,source
1700,000090128000201007000000006000000000900405200516000070079016005000000000684700000,745693128863241597192578436428137659937465281516829374279316845351984762684752913,qqwing
1701,000020004090000500000000070000300018007900020085000900000000700130270000208000090,853729164792416583461583279924357618617948325385162947546891732139274856278635491,qqwing
1702,300540900000170005000098300705000430400000000008000000590400800020009000800300070,371546982982173645654298317765912438419837256238654791597461823123789564846325179,qqwing
1703,000000000420000900000890000001720008070005003290300100950003004030280001080054030,819462375427531986563897412341726598678915243295348167956173824734289651182654739,qqwing
1704,000900001009040000601020047000750000040000020060000800004000050780409200000210000,432976581879541362651823947928754136143698725567132894214387659785469213396215478,qqwing
1705,000064010000920050000508090200080000500000000986472000000000507810000002070000000,359764218768921453124538796241385679537196824986472135492813567813657942675249381,qqwing
1706,000083005500009100740000083300000000000005000080970010001600740000000500074800000,126783495538249167749516283397128654412365879685974312951632748863497521274851936,qqwing
1707,000027080000005094068040000050000030006000008070593002200600000095000300030000009,419327685723865194568941273952486731346712958871593462284639517195278346637154829,qqwing
1708,800090020604710000300420081000000090000000004400070010006040003930060008100230009,871395426624718935395426781562184397713952864489673512256849173937561248148237659,qqwing
1709,000000073700020640003005000400070001000000200005100090109500004600000002302010500,524861973718329645963745128496273851871954236235186497189532764657498312342617589,qqwing
1710,247000003005000000000040271000000050054000307609100000300050009001090025000006000,247961583815327964963548271728439156154682397639175842386254719471893625592716438,qqwing
1711,800009020000806470000070000700010000054000800906000004168290000500008000000500000,847359126391826475625174938783415269254963817916782354168297543532648791479531682,qqwing
1712,000005700000700049790640800570006000080000035003000620000000000320080004450000903,234895761865721349791643852572316498689472135143958627917534286326189574458267913,qqwing
1713,700010046000005000010460509085090300003600018190040000500000000009000000000830000,758913246964285137312467589285791364473652918196348752547126893839574621621839475,qqwing
1714,005061400068000000000540000080000200000092705000006000000009020001000057820070641,375961482468723519912548376586137294143892765297456138754619823631284957829375641,qqwing
1715,600000008400000092000400650007600309000000086000920500003000200206350070005000060,619275438458163792732489651587614329924537186361928547843796215296351874175842963,qqwing
1716,009000050000207000000000340000780090900004003500930120042000910150040200000008005,289463751431257869765891342316782594928514673574936128842375916153649287697128435,qqwing
1717,004600000900400160000801097080007002192000000700000000400908070850002000009000020,514679238978423165236851497685197342192534786743286951421968573857342619369715824,qqwing
1718,005006100080007050000000003960000038030600900104000506000100000400070000000398000,245836179389417652617529843962751438538642917174983526823164795496275381751398264,qqwing
1719,700300060100046003020900400300004109090000000800000030000089270000000601000410000,748351962159246783623978415375864129296135847814792536531689274487523691962417358,qqwing
1720,002000000050000000001002600007059103003100200600000500000708060200003001006290008,762935814354816729981472635827659143543187296619324587135748962298563471476291358,qqwing
1721,042000390070901080100000000000109500000007030000230000510702000000840070009000050,842576391375921684196384725238169547961457238457238916514792863623845179789613452,qqwing
1722,010800000000072300000010040000000000200405060008603000006008050802307001005000000,619834572584972316327516849463721985291485763758693124936148257842357691175269438,qqwing
1723,600040930040009000080000006400000003001090000030067050100050400005730000000801000,617245938342689517589173246496518723751392864238467159173956482825734691964821375,qqwing
1724,010000060070000240500400017600082900002070100000065070000800090860000000040000620,214798563378651249596423817637182954952374186481965372723816495865249731149537628,qqwing
1725,000000903004091057000000000730804000056000000100000000300080001490700000080500069,518647923624391857973258146739864512856132794142975638365489271491726385287513469,qqwing
1726,000400000091607000007010005000200001500008209260700400100000080006000900700000140,685429713391657824427813695978245361514368279263791458142936587856174932739582146,qqwing
1727,170000030365001000009700080000050006700400500000008049900000000510039000040010000,178945632365281497429763185894152376732496518651378249983524761517639824246817953,qqwing
1728,020030040000071086000068000008305000200000007604000010700800053405000000010000000,826539741543271986197468325978315264251946837634782519769824153485193672312657498,qqwing
1729,200300800080600920004000000006000050058004060090000103010900042605000000020000501,261349875583671924974528316136892457758134269492756183317985642645213798829467531,qqwing
1730,004201000800000020000000008080103460060008000103460075000050300300040710000002050,634281597851794623972635148587123469469578231123469875216957384395846712748312956,qqwing
1731,000000002050000490702000301491200000200710000005000009060420000000090730004003006,649137852153862497782954361491285673236719548875346129367428915528691734914573286,qqwing
1732,000030050000002090000009300090007420006000000740600001035000000900001200200500140,479136852318452697652879314591387426826914573743625981135248769984761235267593148,qqwing
1733,001680003040700060000000097904800000008006000705040130000000000000014006000000750,271689543849735261653421897914873625328156479765942138486597312537214986192368754,qqwing
1734,300450021985020000000603800400000050000300408091000000006041000200000000510002000,367458921985127346124693875438216759652379418791584263876941532243865197519732684,qqwing
1735,900000370006040009024000000300001000005460000000000721000903050200000010040000007,951628374736145289824397165392871546175462938468539721617983452289754613543216897,qqwing
1736,620500000100000200078000000410007000000460150000082006789000000050000800000200000,623591784145876293978324615416957328892463157537182946789615432254739861361248579,qqwing
1737,005020000700450006600030094000502000500060020000010003070000100210000300309070040,945126738783459216621738594134582967597364821862917453476293185218645379359871642,qqwing
1738,903800000006030005080004000005600000398020000042000000200000600000090380030450109,953812746426937815781564932175643298398725461642189573219378654564291387837456129,qqwing
1739,250100600090002013300008402000060009004000000015009030140000000060000000000320000,258143697496752813371698452837261549924835761615479238143587926762914385589326174,qqwing
1740,309008100000150098000000023000000001005940080408010000020700000800002000000009400,369278154742153698581694723693827541215946387478315269924761835857432916136589472,qqwing
1741,098317000030060000100800020000070090004600007020009001000700600000000400003000008,298317546735462189146895723561278394984631257327549861819754632672983415453126978,qqwing
1742,000080000091207000860503200080600000000002100652000708009000030008300007020000900,235984671491267583867513249184679352973852164652431798749125836518396427326748915,qqwing
1743,000053020010007406000600700000201003003080510060000004070000002002530000005000100,786453921519827436234619785957241863423986517861375294678194352142538679395762148,qqwing
1744,400009076000610004020000900680000000009000000000040700900020450240700098070008200,431289576597613824826574931684957312719832645352146789968321457243765198175498263,qqwing
1745,700000039300010000000020100000003400000000720091200006003080070000100800049000200,712864539354917682986325147278653491635491728491278356163582974527149863849736215,qqwing
1746,060000000002970004500080000010000000407000920850002467000000002091020800000140079,964253718182976534573481296216794385437865921859312467748639152691527843325148679,qqwing
1747,000710005500000209790004000000000003000300160670000940010000004000040700000500310,236719485541638279798254631129476853485392167673185942817963524352841796964527318,qqwing
1748,000000600100000000008050000050690027000002000000870100200000045610080009785900006,547319682196728534328456791853691427471532968962874153239167845614285379785943216,qqwing
1749,090784200830090004000200009703400000000028400000000000500000802100000000074010900,691784235832591764457236189783459621915628473246173598569347812128965347374812956,qqwing
1750,700035006005700080000060040000600708000003000003200000020050300080020090409000070,794835216615742983238169547542691738861573429973284651127958364386427195459316872,qqwing
1751,830060700050200000201800090010009000070600800000000000000900520600050070002700108,839461752754293681261875394316589247975624813428317965147938526683152479592746138,qqwing
1752,637000200020500004480009000000080507900000030000000006000800000000003648700020000,637148259129536784485279163243681597976452831851397426314865972592713648768924315,qqwing
1753,004003005000500000000604000032000001050090020490080003003009050005200800800000600,284913765369578214517624398732456981158397426496182573673849152945261837821735649,qqwing
1754,600800009820100003300060000060008035080000210030210980500000000070920000000530000,641873529827159643359462871162798435985346217734215986513684792476921358298537164,qqwing
1755,800040200000102470007008109060003000003000000900086001702060000031000000480070030,819745263356192478247638159168423597523917684974586321792364815631859742485271936,qqwing
1756,600070008007000000859600024500007000082090000000002040000786900000020057016000000,641275398237948165859631724564817239182493576973562841425786913398124657716359482,qqwing
1757,047000000090800060600030070530070000060000000000000320000005704900002080800040630,247596813193827465685431279532978146468213957719654328326185794974362581851749632,qqwing
1758,300000100700005600009180520000500900600001003008072000000000090000000010050060000,325697184781425639469183527214536978697841253538972461876214395942358716153769842,qqwing
1759,030500000008400075061037000000200080604005002200016007010080050000000000000050608,437528961928461375561937824173249586684375192259816437316784259845692713792153648,qqwing
1760,800002360002009080503400020600000000900050000008004000000000910009008006100306052,897512364412639785563487129645971238921853647738264591286745913359128476174396852,qqwing
1761,120087405007500030000000060000000806000010000400000570570001000004003000206804000,123687495687549231945132768392475816758316942461928573579261384814753629236894157,qqwing
1762,015006703034080000007500080000000010040010030000000200000000670080250000021007004,815926743634781529297543186362879415548612937179435268453198672786254391921367854,qqwing
1763,005002006400001000083500004500304600006000000002008003309005100000000090050400000,915842736427631589683579214598324671136957428742168953369785142874216395251493867,qqwing
1764,800400070410000809000000001020800704003000000000000120001900400700003900030570002,892451376417326859365789241129835764673142598584697123251968437746213985938574612,qqwing
1765,207801005080020900000009070810400090000000400920038000530070000000082000000500000,297841635683725914451369278816457392375296481924138567538974126149682753762513849,qqwing
1766,050000300063001080000000002000020160025000700007006803070000000008500607104000000,952748316763291584841365972389427165625183749417956823576832491298514637134679258,qqwing
1767,650000700000000008700049000000500370010000490004010060000001000900060000031400500,659238714143675928728149653896524371312786495574913862467851239985362147231497586,qqwing
1768,400000000206400003000000200000000036000003409790000008000208070540700000970060805,439521687216487593857936241124895736685173429793642158361258974548719362972364815,qqwing
1769,500070940000400001008000000007900008106500003080063500000000070000109030001000084,513278946769435821248691357357912468126584793984763512435826179872149635691357284,qqwing
1770,005004623000500000090106450900300702700000000004009000063200070002000000000401000,185974623246583917397126458951348762738612549624759831863295174412867395579431286,qqwing
1771,403708090000104200000205040007900400500000030100000000002000950715400800800000000,423768591958134276671295348267983415589641732134572689342816957715429863896357124,qqwing
1772,000000079030050040000000300300091200000006000200000906413002005570043600000009007,124368579638957142795124368356791284941286753287435916413672895579843621862519437,qqwing
1773,400302000000400001000070000000500020790016005100000000000000500520100039009007006,471392658236485791985671342864539127793216485152748963618923574527164839349857216,qqwing
1774,078010040320009007900006020047000003100267090200000008030004000091700000000000080,678512349325849617914376825547198263183267594269453178732684951891725436456931782,qqwing
1775,000000408580009100009003000000008004060001500040500800036000050078000003900000006,623157498584269137719843625195728364862431579347596812436982751278615943951374286,qqwing
1776,000640750000000000801020004200170080000000400000408025002500019000207000100090800,923641758467853291851729364234175986518962437796438125372584619689217543145396872,qqwing
1777,000386002050700000003010000000000960000068150305090800008907000090800070200000000,971386542456729318823415796182573964749268153365194827618947235594832671237651489,qqwing
1778,030609080000050470004000006005061097069030008100000004000070300908500000000000000,732649185691258473854317926385461297469732518127985634216874359948523761573196842,qqwing
1779,001039056230008000090000080908006040004320500000000200010900020000100000800000600,481239756235678914697415382928756143764321598153894267316987425542163879879542631,qqwing
1780,500004000004006000098500000020005600600900300800200010000400500000002008012009004,567184293234796851198523476921345687675918342843267915786431529459672138312859764,qqwing
1781,074300092008070300000500004000900070680240000005060000006000040503600000000000007,174386592958472361362519784231958476687241935495763128716895243543627819829134657,qqwing
1782,000076001000950000950003000000032000532010000000800000800090600700065320060000070,348276951276951843951483267487532196532619784619847532823794615794165328165328479,qqwing
1783,300000458020000070000100003082000000000000514000407090070002000800004301009801005,317629458628543179945178263482915637793286514561437892174352986856794321239861745,qqwing
1784,040030000900801032000020109600080204030000800000000010410009008070000000800400026,142935687967841532385726149691583274734192865528674913413269758276358491859417326,qqwing
1785,000050700057000206602900000700003004031002000000700010040100003000007061000040900,314256798957831246682974135769513824831492657425768319246189573598327461173645982,qqwing
1786,000000700800000000093008120076009000509106000310050000060003000700200010020901830,152394768847612359693578124276439581589126473314857692961783245738245916425961837,qqwing
1787,409701000000000090010000607600209000070058000200060008900420805800000000702000004,469731582327685491518942637685279143174358926293164758931427865846513279752896314,qqwing
1788,040730000008120007201605000600000028000000073802306001000003000005000006700080010,946738152358129467271645839637451928514892673892376541129563784485217396763984215,qqwing
1789,000700003023601050540000000060005000050103200000028004000000008000280000001000040,618759423723641859549832176862475931954163287137928564275314698496287315381596742,qqwing
1790,600070150950206000400010300000600000702390014300000200200100400100027503000000000,638974152951236847427518396514682739782395614396741285263159478149827563875463921,qqwing
1791,000000000090007304000006980009052000073900000005700008600005437000040605000000000,346819572198527364752436981869152743273984156415763298681295437927348615534671829,qqwing
1792,183000000072000680900000000604300010300900806000001403060004007000000200020008090,183296745572413689946875321654387912317942856298561473869124537431759268725638194,qqwing
1793,900400002008007000004009786005908400000652000200000900109004000800000000000165000,971486532568237149324519786615978423493652871287341965139824657856793214742165398,qqwing
1794,500618200000003000071500000000900800900325000026000000050001930069000001700200080,543618297692473518871592463135946872987325146426187359258761934369854721714239685,qqwing
1795,800040001001070600240001000008000976006000000720000030300000100009080062000020780,867943521951278643243561897138452976496837215725619438382796154579184362614325789,qqwing
1796,060400007580602000010005000000000050020000406600250700470008600300700000000034000,962413587583672941714985362137846259825397416649251738471528693358769124296134875,qqwing
1797,210000005069010780050000000040000000002090000001200970000540007000902600028076001,217839465369415782854627139946753218782194356531268974693541827175982643428376591,qqwing
1798,009608052020070400700000006000000800200060007100000009008700020600092000900040005,419638752826175493753429186397254861284961537165387249538716924641592378972843615,qqwing
1799,000000000370080020002000006090100403000807900000000017029700134800050009001400000,145672398376984521982513746697125483213847965458396217529768134834251679761439852,qqwing
