id,clues,solution,source
200,003000008070000036900602740000008000009470000041000900000004000008920000060100070,613745298274819536985632741726398154859471362341256987197564823438927615562183479,qqwing
201,800000024020006800607400090001000300300008000002903001070020008200100000069000030,835791624924356817617482593791264385346518279582973461473629158258137946169845732,qqwing
202,079000003200030600005020000630000050001009007004000060003004208000000401000070000,179546823248937615365821749637182954521469387894753162953614278786295431412378596,qqwing
203,090007000013002048604380000002000009700040800089006030000600120060000004000000007,298457316513962748674381295452138679736249851189576432847695123961723584325814967,qqwing
204,000056030905702100070000006000300000714000000302000090149060700050140003000000000,821456937965732148473981256596324871714598362382617594149863725257149683638275419,qqwing
205,102000000034060000000080301010005600708340000000000000200008005500100400000056102,182593746934761258657284391319875624768342519425619837271438965596127483843956172,qqwing
206,000960005000002000196340280005000003003000400940000000800200030052080900030000060,328967145574812396196345287285496713613728459947531628861279534452683971739154862,qqwing
207,000160050050400309830090000970050406041000570000000000000000830007000600000040017,794163258152487369836592741973251486641839572528674193419726835387915624265348917,qqwing
208,690000000003940870708210000002000000009000027300700000930800040080100006206470009,694587132123946875758213964572698413849351627361724598935862741487139256216475389,qqwing
209,020000000000000000050800400006004008080005000040002705060000801100030007204100560,429751386837469152651823479516374928782915634943682715365247891198536247274198563,qqwing
210,000003009000100567000080000070004000009601300005308006400000000000400105060090030,154763289328149567796285413673924851849651372215378946432517698987436125561892734,qqwing
211,001000054000700000000062080300007140600800000007005002800000030060500207000300410,721983654486751923539462781358627149612894375947135862874219536163548297295376418,qqwing
212,907200000680000007000060000000000095805000010020800040200000000000006051709015000,917283564684591237532467189476132895895674312123859746251948673348726951769315428,qqwing
213,037010060090200470010800230040000089800000000000620700006003020000400000900000000,237514968598236471614879235742351689861947352359628714486193527175462893923785146,qqwing
214,000540081000062070080310500873150020000200000400700300500000000034000000210000008,367549281145862973982317564873154629651293847429786315598671432734928156216435798,qqwing
215,016300008000000090534800201800090002001400000342000000050008006600001080008000020,916327458287514693534869271865193742791482365342756819459278136623941587178635924,qqwing
216,030008900080090761005000000000005200500002076000060030300000000000009002798100500,637218954284593761915647328163475289549382176872961435321854697456739812798126543,qqwing
217,010000600002000000638000109709040008040000060800906010200000790004070800000008002,417839625952617384638524179769341258541782963823956417285463791194275836376198542,qqwing
218,003400000100000500570200400000009061900104000706050900000001000094000070650070090,863495217142687539579213486435729861928164753716358942387941625294536178651872394,qqwing
219,065000740008407001000000000000600529520004108000080007052009000900008000007040205,165892743238467951749351682874613529523974168691285437452739816916528374387146295,qqwing
220,096800105840000000001000000080050000930004600005901000350040000019000000400029300,296873145843615792571492863184756239937284651625931478352147986719368524468529317,qqwing
221,800097003000000000000138005090005030300800001400000008100342090070009000000050004,845297163713564829629138475298415736357826941461973258186342597574689312932751684,qqwing
222,300840009940002307000070000204537060650080000070400000000000000405000000830025070,327846519946152387581973642294537168653281794178469235712394856465718923839625471,qqwing
