id,clues,solution,source
3300,400006000600803002502790000003079000870030054050000009000000200000080607900060000,437126985691853472582794361143579826879632154256418739765341298324985617918267543,qqwing_2
3301,090030047008010029640009000000070090003400086400006010000800000214003000700000000,195238647378614529642759831861375294953421786427986315539847162214563978786192453,qqwing_2
3302,087100400000000031060020080000400009400700020001630008000000160000000002016008004,287193456594876231163524987632485719458719623971632548829347165345961872716258394,qqwing_2
3303,070965030020407050000008004750004680096800400040009002000000000003006000000000805,174965238829437156635218794751324689296851473348679512967582341583146927412793865,qqwing_2
3304,005000003420000000103000900000080064050000000001000027000006400000130090072904036,795618243428395671163427985937281564254763819681549327319876452546132798872954136,qqwing_2
3305,020308000000060002000002090030090780200701600800000100001000046000000800009030070,925318467478965312613472598136294785254781639897653124381527946762149853549836271,qqwing_2
3306,009000000400000001000200905080070590300805040000193070502001004001000000008040000,819357426425689731763214985186472593397865142254193678572931864641728359938546217,qqwing_2
3307,300072000007630054000850000000080045780000060002000000030900000050046090009000030,345172689827639154196854723963781245784295361512463978438927516251346897679518432,qqwing_2
3308,710000090000209000408010702670050009000700800050040000080090010540800000900025000,712584396365279481498613752674158239129736845853942167286397514547861923931425678,qqwing_2
3309,052100070600000000074030000008000042000400800000006300000254003030010000206800150,352168974689547231174932568568391742793425816421786395917254683835619427246873159,qqwing_2
3310,090006800006000000130000000900005000000018340000040502004509200059000000320081060,492156873576834129138297456943725681265918347781643592614579238859362714327481965,qqwing_2
3311,600105000003020010020000000850000320071400580006300000005734000000010000000006070,687145293543927618129863754854671329371492586296358147915734862768219435432586971,qqwing_2
3312,007069003200000080000070590000000004300900002005624009090703640000402000030000005,857169423269345187413278596921537864346981752785624319592713648678452931134896275,qqwing_2
3313,000006800803200001016000004000605000209380010000401308085000003900000006002000000,524916837893274561716853924138695742249387615657421398485169273971532486362748159,qqwing_2
3314,010600000000379006300802000009000050007000209100000063000007002802950000000000980,918645327425379816376812594239764158687531249154298763591487632862953471743126985,qqwing_2
3315,703000002200409070000003804008000059000000708500000020450300000090050007000790006,743586192286419375915273864128637459364925718579148623457362981691854237832791546,qqwing_2
3316,208050070704209030350640009020006008007002000000035040000300924000000060000000500,298153476764289135351647289523416798647892351189735642875361924912574863436928517,qqwing_2
3317,000030000000109068007004090000000050010750300090000007031090000500810006600370000,968537124354129768127684593783941652216758349495263817831496275579812436642375981,qqwing_2
3318,082000000000000002000068450900040080000090060860500040058010020043000006210000000,582439671436175892197268453925346187374891265861527349658713924743982516219654738,qqwing_2
3319,050000004001490020000003000209040056310000000006800000030600000002050001004008900,953182674861497523427563198289341756315976482746825319538619247692754831174238965,qqwing_2
3320,000020005500093160041006290804002900000000000960000400010068050000000000080509601,796421385528793164341856297854672913173984526962135478419368752635217849287549631,qqwing_2
3321,000000000009504800105300009738000000010000400000008070300007080000009510092030040,683792154279514836145386729738941265516273498924658371351467982467829513892135647,qqwing_2
3322,059070020300000001000608090736000000005006309000000000000300670080000050000260900,459173826368952741127648593736829415245716389891534267912385674683497152574261938,qqwing_2
3323,000039080001000003058000021000007800079000000260090005030000100000870090902060000,627139584491285673358746921145627839879513246263498715734952168516874392982361457,qqwing_2
3324,180000902200100378004000000009000053007004000040000090000013009000000204800050000,183567942256149378974238165629871453517394826348625791462713589735986214891452637,qqwing_2
3325,000000000005063000063000452000280000047900000000005000000000560004709800928000030,419528673275463198863197452596284317347916285182375946731842569654739821928651734,qqwing_2
3326,860000050003000070700009020500002000072000000930000000200305009000040600380907400,869723154423156978751489326514632897672891543938574261246315789197248635385967412,qqwing_2
3327,007050000000000501086902000009030120070000060320060005100800030000020000000000906,917453682432687591586912743659738124871245369324169875165894237793526418248371956,qqwing_2
3328,037600002000004000400010056000000071800000600020170040000700000000836104000040830,137695482265384719498217356543968271871452693926173548384721965759836124612549837,qqwing_2
3329,000064005907000004010000060805040030003000087000050000670000009301009400000000018,238164795967385124514972863895741632143296587726853941672418359381529476459637218,qqwing_2
3330,000040020005007003402030500000000209000000040506000307040006980009000070600020005,938645721165287493472931568814763259793152846526894317341576982259318674687429135,qqwing_2
3331,402000000080005002300008497204006905060890200000002046005000009700000854030000000,412973568987465312356128497274316985561894273893752146145287639729631854638549721,qqwing_2
3332,000000700000802060050030004100003000060540002045016003007050200000004050000000001,392465718714892365658137924179283546863549172245716893437651289981324657526978431,qqwing_2
3333,000000860000097302600004000000026030070900000090000080000080400083060010710200000,437512869851697342629834571548126937372948156196375284965781423283469715714253698,qqwing_2
3334,000000800000050007002001003000080900086100000005002000007003050903510702800700060,549237816138659427672841593214386975786195234395472681427963158963518742851724369,qqwing_2
3335,000000000000340250093000807080020004750000000004000900000002300036007002800050640,215768493678349251493215867189526734752934186364871925541692378936487512827153649,qqwing_2
3336,004810090300005000500040006000002900038060001600004300060008204005000080000000000,274816593316795842589243716451372968738569421692184375167958234925431687843627159,qqwing_2
3337,709401000000000000030006200400052600060009000010003000003000590950007401040060020,789421356526398174134576289498152637365749812217683945673214598952837461841965723,qqwing_2
3338,010740009300000200200095700000000090070000400124000830035200004080000000000057000,518742369397618245246395718853471692679823451124569837935286174781934526462157983,qqwing_2
3339,080000060593007000400090030040050010060000390005300400609000000000760009010004000,281543967593627841476198532347859216168472395925316478659231784834765129712984653,qqwing_2
3340,060003040300002000902010007000050024000100079000079305635000000401000000020007000,568793241317642958942815637796358124253164879184279365635481792471926583829537416,qqwing_2
3341,700060000000000000008720000090002040000940086380070090100430070000000920607090003,752364819413859762968721435596182347271943586384576291129435678835617924647298153,qqwing_2
3342,006380000070000008000096740300009000090040005000700300200000000709800203400500000,146387592972415638835296741328659174697143825514728369283971456759864213461532987,qqwing_2
3343,000008000970400600100003008040800300000000410020700000000001800780600002000000009,235168794978425631164973258541896327897532416326714985659241873783659142412387569,qqwing_2
3344,000056003000273800000900000000490000908000052000007000030000600500002030760080590,489156273615273849273948165127495386948631752356827914834519627591762438762384591,qqwing_2
3345,000090801075080000000510020410700000003000500000003090030100000802000004090004000,326497851175382469948516723419758632283961547567243198734125986852679314691834275,qqwing_2
3346,005000040026050000400890002003000609000000005000283000000406800004010900000520014,985632147726154398431897562213745689847961235659283471192476853574318926368529714,qqwing_2
3347,907041005052000040800000900080700000000120004000905010000008402000000871000570060,937841625652397148814256937581764293796123584423985716379618452265439871148572369,qqwing_2
